cif_id,avg_connect_v
430516,6.1481404304504395
153806,3.4361801147460938
155020,4.295772552490234
158510,5.300817489624023
158511,5.765140533447266
158512,5.596531867980957
158513,6.224623203277588
158514,6.0055766105651855
164563,5.814230918884277
194285,6.4395270347595215
194286,6.402594089508057
194287,6.3651509284973145
194288,6.354953289031982
194289,6.577670097351074
242265,5.31821346282959
252297,5.686190128326416
430517,5.937682628631592
430518,5.737621784210205
53094,3.7999918460845947
55053,5.683488845825195
56531,6.800325870513916
56532,4.14096212387085
77544,5.723594665527344
77545,5.7332329750061035
77546,5.715604305267334
77547,5.700916290283203
77548,5.676869869232178
77549,5.665834903717041
78419,5.30705451965332
96485,2.5736474990844727
96655,6.707300186157227
96656,6.835000038146973
96727,3.611769199371338
96728,3.8237619400024414
97701,5.226168155670166
100004,3.2203333377838135
100020,3.249026298522949
100114,3.369499921798706
100167,3.0433714389801025
100169,3.125499963760376
100324,3.0000829696655273
100348,6.380971431732178
100402,3.2660000324249268
100403,3.387399911880493
100414,10.0
100465,3.389014720916748
100493,9.67408561706543
100516,5.907400131225586
100589,4.940000057220459
100590,4.9145002365112305
100591,4.90749979019165
10062,2.9343364238739014
100631,8.677398681640625
10155,7.119999885559082
102014,3.0260000228881836
10236,5.324673175811768
10237,5.322763919830322
10238,5.367031097412109
10251,2.5125975608825684
10257,3.025514841079712
1037,2.5037999153137207
103786,4.306987285614014
1040,7.170198440551758
104745,3.011399984359741
104761,2.984999895095825
10480,4.842641353607178
106771,2.866544008255005
106948,3.8073458671569824
106949,3.810739755630493
107304,4.7750983238220215
107724,5.748736381530762
107954,4.376990795135498
108221,2.9679999351501465
108776,6.660238742828369
108886,2.4786229133605957
109087,3.0393574237823486
109091,3.2179195880889893
109389,4.780672073364258
110018,8.330554008483887
110104,8.325333595275879
110609,10.0
110758,6.6547040939331055
1113,4.278770923614502
1123,7.143866062164307
1125,4.148312568664551
1126,3.965879201889038
1127,3.9299581050872803
1180,2.8489599227905273
1243,2.8024582862854004
1258,3.093100070953369
130018,4.313211441040039
1384,4.35237979888916
14045,6.034399509429932
1411,2.9395642280578613
14235,4.044336318969727
14344,2.5850000381469727
14360,3.0935423374176025
14364,4.9456658363342285
14377,2.5855000019073486
1485,3.485612630844116
150212,2.7778053283691406
150332,5.622519493103027
150333,5.618374347686768
150334,5.8924760818481445
150335,5.895891189575195
150451,2.7397000789642334
150452,2.742500066757202
150453,2.7453999519348145
150454,2.7498528957366943
150455,2.753999948501587
150456,2.757276773452759
150457,2.761199951171875
150458,2.7636561393737793
15104,3.1705493927001953
151084,6.744604587554932
15112,4.089817047119141
15119,5.539981842041016
151356,3.532076835632324
15150,2.9970366954803467
151622,5.446119785308838
151623,5.485503673553467
151624,5.548846244812012
151625,5.3530731201171875
151626,4.336555480957031
152065,6.080657482147217
152066,6.102635860443115
152067,6.129410743713379
152068,5.256087303161621
152075,6.295299053192139
152076,6.319726943969727
152077,6.339375019073486
152078,6.334348678588867
152079,5.288727760314941
152080,6.3198466300964355
152081,5.221716403961182
152082,5.294182777404785
152086,4.193143367767334
152087,4.234862327575684
1521,6.622780799865723
152300,5.689108371734619
152480,5.47576904296875
152481,5.469971656799316
152567,6.210000038146973
152568,6.266200065612793
153218,2.9235999584198
153443,5.695919513702393
153522,5.175154685974121
154089,2.868795871734619
15414,5.80040979385376
15415,6.376611232757568
154316,7.383326053619385
154354,4.049227237701416
154429,5.444799900054932
154982,5.944505214691162
155126,2.698113441467285
155266,9.697359085083008
155577,4.25383186340332
155633,4.581109046936035
155634,4.622853755950928
155912,3.875
155950,2.413325786590576
156182,5.258575916290283
15631,3.2317583560943604
15642,3.375
156719,7.162378311157227
156722,7.157721042633057
156725,7.150965213775635
156888,2.855752468109131
156889,2.322521924972534
156890,2.855684757232666
156891,2.323007106781006
156892,2.8567416667938232
156893,2.3252179622650146
156894,2.8600399494171143
156895,2.33046555519104
156896,2.8621132373809814
156897,2.3335275650024414
156898,2.8663203716278076
156899,2.339292287826538
156900,2.870152711868286
156901,2.3440604209899902
156902,2.87400484085083
156903,2.3487236499786377
157654,3.93009614944458
15785,7.105984210968018
15787,3.61871600151062
15788,3.6196398735046387
15789,3.6334962844848633
15790,3.6277804374694824
158030,9.687273979187012
158372,2.5039141178131104
158373,2.508463144302368
1585,5.02558708190918
158509,5.30035400390625
159316,2.84653639793396
159510,4.038352966308594
159838,8.103231430053711
160000,9.666810035705566
160199,10.0
160597,5.790979862213135
160603,7.449743747711182
160655,5.905755996704102
161342,2.4638426303863525
161343,2.4709255695343018
161389,2.558516502380371
161432,2.9268767833709717
161498,5.182841777801514
161499,5.452033519744873
161500,5.2676496505737305
161643,5.83886194229126
161644,5.807919979095459
161645,5.808934211730957
161646,5.817900657653809
161647,5.74847412109375
161648,10.0
161730,6.682498455047607
161763,4.922231674194336
16219,2.4509735107421875
16221,2.8148422241210938
162215,4.186072826385498
16229,2.824700117111206
16231,2.243927478790283
162555,4.306423187255859
162582,5.956755638122559
162583,6.273620128631592
16276,2.322000026702881
162784,6.598663330078125
162953,5.269135475158691
163176,4.2951765060424805
163177,4.2974982261657715
163178,4.2974982261657715
163179,4.297163963317871
163180,4.298150539398193
163181,4.298230171203613
163182,4.298120975494385
163297,3.0427086353302
163298,3.2549991607666016
163299,3.162243366241455
163300,2.998103618621826
163301,3.030817985534668
163302,3.0631322860717773
163303,2.985409736633301
163304,3.0231266021728516
163305,3.2683308124542236
163862,5.90151309967041
163906,3.2661261558532715
163907,3.359405517578125
163908,2.9366002082824707
163914,2.6156840324401855
16408,8.697104454040527
164080,5.485751152038574
164081,5.510346412658691
164082,6.003760814666748
164087,7.9977617263793945
16414,6.48960018157959
164158,2.9561986923217773
16486,10.0
165469,2.7334675788879395
165470,2.7338759899139404
165471,2.73396897315979
165472,2.7361257076263428
165473,2.7374420166015625
165474,2.740488052368164
165475,2.743000030517578
165476,2.7455999851226807
165477,2.747999906539917
165478,2.7537055015563965
165479,2.7579779624938965
165480,2.760544776916504
165481,2.7395999431610107
165482,2.742000102996826
165483,2.7455999851226807
165484,2.75
165485,2.7576000690460205
165486,2.7616000175476074
165487,2.740488052368164
165488,2.742000102996826
165489,2.7455999851226807
165490,2.75
165491,2.753999948501587
165492,2.7576000690460205
165493,2.7616000175476074
165494,2.7626662254333496
165579,4.950178146362305
16560,5.437892913818359
16561,5.481231689453125
165638,6.1174516677856445
165639,6.210869789123535
16568,3.0919077396392822
166164,6.753123760223389
16617,5.333656311035156
166170,9.805909156799316
16626,3.0390865802764893
166547,3.3086464405059814
166738,3.6243162155151367
166741,3.6243162155151367
166862,5.062035083770752
166996,10.0
167113,6.143231391906738
16713,3.1135876178741455
167141,2.611654281616211
167176,7.371085166931152
167334,3.4985783100128174
167572,4.214977741241455
167573,4.202983379364014
167574,4.206520080566406
167575,2.532599925994873
167581,2.4988999366760254
167582,2.493799924850464
167583,2.504300117492676
167584,2.5325000286102295
167585,4.1808977127075195
16789,2.484999895095825
16790,3.4487011432647705
16793,2.875699758529663
16798,4.415316104888916
16799,2.710014581680298
16800,4.614154815673828
168137,3.62085223197937
168139,3.622180223464966
168141,3.622872829437256
168142,3.6244895458221436
168143,3.625701904296875
168144,3.6282999515533447
168145,3.628992795944214
168500,10.0
16926,2.5677902698516846
16935,2.7744548320770264
16943,5.889613151550293
169799,4.487167835235596
169864,4.130286693572998
169865,5.056885719299316
169866,3.6196398735046387
170035,4.227367401123047
170036,3.06850004196167
170861,6.473886489868164
171161,10.0
171163,10.0
171366,4.180407524108887
171375,5.3657917976379395
171496,3.184299945831299
171497,2.9796929359436035
171498,2.647266387939453
172,5.746039390563965
172043,3.50570011138916
172044,3.031399965286255
172184,5.107220649719238
172216,4.986125946044922
172581,5.294173240661621
172582,5.295235633850098
172583,5.23768949508667
172584,5.17494010925293
173175,2.8634631633758545
173176,2.5269999504089355
173180,2.306999921798706
173181,2.539599895477295
173182,2.5357000827789307
173183,2.5318000316619873
173184,2.5276999473571777
173185,2.5237998962402344
173186,2.51990008354187
173187,2.6589999198913574
173188,2.511899948120117
173189,2.5078999996185303
173190,2.503999948501587
173191,2.5000998973846436
173193,2.3062000274658203
173194,2.534899950027466
173195,2.531399965286255
173196,2.527899980545044
173197,2.524399995803833
173198,2.5209999084472656
173199,2.5172998905181885
173200,2.5139000415802
173201,2.5102999210357666
173202,2.5067999362945557
173203,2.5034000873565674
173204,2.499799966812134
173206,2.3064000606536865
173208,7.122202396392822
173704,5.383699893951416
173862,6.534780025482178
173993,5.336221694946289
174007,6.299914836883545
174056,5.298133373260498
174057,5.346304893493652
174058,5.382998943328857
174059,5.279860973358154
174101,5.860091209411621
174102,5.980506420135498
174202,2.605381488800049
174533,5.205220699310303
174612,2.3079583644866943
174613,2.3102879524230957
174614,2.277475357055664
174615,2.259113073348999
174616,2.2445895671844482
174617,2.223220109939575
180010,6.470643520355225
