,cif_id,avg_connect_v
1799,44902,2.816655397415161
1800,44907,2.717226505279541
1804,44998,2.9449999332427983
1805,44999,3.0750000476837163
1806,45310,3.992000102996826
1807,45511,3.4687273502349854
1809,46025,2.5862998962402344
1810,46026,2.599299907684326
1811,46027,2.6077001094818115
1812,47104,2.955706119537353
1813,47143,2.566800117492676
1814,47144,2.6131000518798833
1815,47145,2.7407000064849854
1816,47229,3.0532870292663574
1818,48106,3.258807182312012
1820,48128,2.9612216949462886
1823,48177,3.716521739959717
1825,49625,2.9148044586181636
1826,49627,2.6303629875183105
1827,49646,2.700000047683716
1828,50058,3.1624245643615723
1829,5007,4.803102016448975
1830,50153,3.682145833969116
1831,50414,4.74855899810791
1833,50421,3.981000423431397
1834,50422,4.245521068572998
1835,50423,4.127169609069823
1839,50577,3.220048189163208
1840,50578,3.696645021438599
1841,50612,4.7452898025512695
1842,50658,1.9538116455078125
1843,5089,2.81946063041687
1844,50950,4.998250961303711
1846,50992,3.9435858726501465
1847,50993,3.415721893310547
1851,51186,4.812167167663574
1853,51188,4.928944110870361
1855,51446,4.340928554534912
1857,51754,4.139702320098877
1858,51755,3.924981117248535
1859,52234,2.8531758785247803
1860,52235,3.638771533966065
1861,52236,3.8933298587799072
1862,52630,4.201628684997559
1863,52726,4.408103466033936
1864,52775,4.93802547454834
1865,52803,3.20740008354187
1866,52812,4.277996063232422
1867,52813,4.3040175437927255
1868,52814,4.192577362060547
1869,52815,3.31060004234314
1871,53650,4.457601070404053
1872,53671,4.526897430419922
1873,53672,2.78513765335083
1874,53677,3.071000099182129
1875,53678,3.128979206085205
1876,53818,3.6557421684265137
1877,53819,3.889087200164795
1878,53820,4.285067081451416
1879,53839,2.849640369415283
1880,54244,3.3989999294281006
1882,54368,2.3050000667572017
1883,54394,2.8700082302093506
1884,54395,2.5483663082122803
1885,54396,2.880000114440918
1886,54858,2.9801328182220463
1900,55665,4.864295959472656
1901,56023,2.859999895095825
1903,56443,4.3790645599365225
1904,56444,4.525030136108398
1905,56445,4.525030136108398
1906,56481,4.5407443046569815
1908,57077,3.1029999256134038
1909,57383,2.9921178817749023
1910,57410,3.3989999294281006
1911,57411,2.3113999366760254
1912,57414,2.8500895500183105
1913,57415,2.8700082302093506
1914,58,3.3081512451171875
1915,59112,4.465067386627197
1916,59243,3.189175844192505
1917,59381,3.2485692501068115
1919,59640,3.1309418678283687
1920,59646,3.9796233177185063
1921,59647,3.894892930984497
1930,603169,4.793000221252441
1931,60363,3.826715469360352
1934,60382,3.96191930770874
1935,60431,2.313999891281128
1936,60432,2.859999895095825
1937,60433,3.0085999965667725
1938,60434,3.2585999965667725
1939,604562,3.2782373428344727
1945,60774,4.578190803527832
1948,60843,2.881716251373291
1951,60935,4.964324474334717
1954,609869,3.220449686050415
1955,609965,4.428609848022461
1956,609966,4.427902698516847
1957,61055,3.1074247360229488
1958,610783,2.9459893703460693
1959,610785,2.754446268081665
1960,61086,2.97370719909668
1961,61087,3.001717567443848
1962,61091,2.8468120098114014
1964,61203,4.742796897888184
1965,61204,4.8704800605773935
1972,614665,4.306591987609863
1974,616316,3.1954660415649414
1975,616318,3.36899995803833
1976,616785,3.9597978591918954
1977,616786,3.96191930770874
1978,616793,4.408103466033936
1979,6169,3.916956663131714
1981,62137,2.8315999507904053
1983,62248,3.700148344039917
1985,62300,4.513622283935547
1989,62361,2.847518920898437
1993,62532,3.638361692428589
1994,62586,4.918158054351807
1995,6269,4.169871807098389
2000,63018,3.22954535484314
2006,63201,2.305825710296631
2009,636809,2.993229866027832
2010,636880,2.7331037521362305
2011,636886,2.4047999382019043
2013,636906,2.659564018249512
2014,636910,2.659564018249512
2015,638,4.987183570861816
2016,639886,3.174458265304565
2018,639906,4.477125644683838
2020,642174,2.868199825286865
2021,642175,2.338850975036621
2022,642176,2.8660833835601807
2023,642177,2.8595201969146733
2024,642182,2.3906362056732178
2025,642216,2.34660005569458
2026,642222,3.1779494285583496
2027,642223,2.7777729034423833
2028,642236,2.585085868835449
2029,642242,4.086228847503662
2031,642291,2.844599962234497
2032,642294,2.5370502471923833
2033,642296,2.5738275051116943
2034,642302,4.0446505546569815
2035,642303,3.8801887035369873
2039,642329,3.8699953556060787
2041,642345,4.278703212738037
2042,642350,3.5785999298095703
2043,642353,3.000999927520752
2044,642354,3.000600099563598
2046,642370,2.717226505279541
2047,642371,2.894309759140014
2048,642372,3.0273609161376958
2049,642373,2.7208926677703857
2050,642379,2.9079608917236333
2051,642380,2.9507541656494136
2054,64911,1.8629000186920168
2056,65025,4.713306427001953
2059,65125,4.726278781890869
2060,65126,4.781452655792236
2061,65127,4.7626609802246085
2062,65149,4.712676048278809
2064,65175,2.885504722595215
2065,65176,2.8303146362304688
2066,65177,2.6966564655303955
2067,65260,3.0990378856658936
2070,65404,3.8772306442260738
2072,65445,2.805060863494873
2074,655673,2.668230533599853
2075,65643,2.760699987411499
2079,657596,2.8613998889923096
2080,657597,2.880599975585937
2081,657598,2.5370502471923833
2082,657599,2.5491745471954346
2083,657600,2.578157663345337
2084,65764,4.984605312347412
2085,658016,4.4735517501831055
2086,65930,4.313211441040038
2088,66007,2.8981504440307617
2089,660135,2.784827470779419
2090,660252,2.8741788864135738
2098,66940,3.965212106704712
2099,66941,3.0069079399108887
2100,66942,2.9891517162323
2101,66944,3.970606803894043
2104,67226,4.906154155731201
2105,67233,3.094061374664306
2106,67234,3.258807182312012
2107,67237,4.623794555664063
2108,67238,4.78143310546875
2109,67239,4.820775508880615
2110,67254,3.1282403469085693
2111,67264,3.9588310718536377
2112,67265,2.868025064468384
2114,67275,3.4215483665466313
2115,67277,3.194142818450928
2116,67359,4.623363018035889
2117,67505,4.319715499877931
2120,67535,4.694480895996094
2121,67536,4.590792179107666
2122,67702,4.940312385559082
2123,67703,4.9611167907714835
2125,67887,3.41532564163208
2126,67925,4.426259517669678
2127,67981,3.711138248443604
2128,67991,3.1666347980499268
2130,68117,3.6761875152587886
2131,68118,3.95785927772522
2135,68427,4.588146209716797
2136,68428,4.616002559661865
2138,68463,4.290421962738037
2141,68494,2.5080890655517583
2143,68653,2.9256441593170166
2144,68690,2.9982943534851074
2146,68924,4.975378513336182
2150,69017,2.376504898071289
2152,69050,2.10657262802124
2153,69076,3.372978925704956
2154,69133,2.993424654006958
2155,69189,2.996954679489136
2156,69190,2.8677079677581787
2158,69221,1.8220000267028809
2161,69394,4.267277240753174
2163,69622,3.705996036529541
2167,69955,4.603499889373778
2168,69956,4.614999771118164
2169,69967,4.207594871520996
2170,710094,4.934496402740479
2171,71035,2.90441370010376
2172,71058,3.1460249423980717
2173,71085,2.668230533599853
2174,71238,3.124509572982788
2175,71277,4.3647804260253915
2181,71431,4.428318977355957
2182,71488,4.041811466217041
2183,71489,3.9598810672760014
2187,72098,3.2678802013397217
2188,72099,3.394306898117065
2189,72100,3.250401496887207
2190,72101,3.2768557071685787
2193,72422,3.086800575256348
2194,72423,3.0867233276367188
2197,72648,3.051188707351685
2198,72743,3.9304182529449454
2199,72840,2.8832781314849854
2207,73200,3.490600109100342
2210,73222,4.579169273376465
2211,73223,4.928831100463867
2213,73275,3.8820161819458012
2215,73277,3.975919961929321
2216,73339,3.384000062942505
2217,73575,4.895836353302002
2218,73709,3.7252597808837886
2219,73835,3.4865844249725337
2220,73836,3.4787909984588623
2223,74504,4.1993656158447275
2224,74525,4.305008888244629
2225,74526,4.4539713859558105
2229,74863,2.9924120903015137
2230,74864,2.9556210041046143
2231,74865,3.0533077716827397
2232,74866,3.150282382965088
2233,74957,4.312034130096436
2234,74958,4.411110877990723
2236,75161,4.967544555664063
2237,75164,2.717149257659912
2240,75178,4.912262439727783
2241,75209,4.502608299255371
2242,75210,4.2153425216674805
2243,75211,4.479432582855225
2244,75212,4.360467433929443
2245,75223,3.59491229057312
2247,75708,3.6422719955444336
2248,75709,3.6377685070037837
2249,75710,3.628819704055786
2250,75711,3.618600606918335
2254,75911,4.494486331939697
2255,75912,4.482085227966309
2256,75927,3.1173827648162837
2258,76180,3.86899995803833
2259,76628,2.890000104904175
2260,76944,2.8651719093322754
2261,77095,3.1569061279296875
2263,77321,4.343503952026366
2265,78059,3.2219998836517334
2268,78158,3.005784749984741
2269,78159,3.184406518936157
2272,78326,3.60606837272644
2273,78364,4.1979403495788565
2278,78513,3.1756796836853027
2279,78514,3.095534563064575
2282,78731,3.5290000438690186
2283,78790,2.263188600540161
2286,78819,2.695702075958252
2287,78836,3.6701927185058594
2288,78878,3.264004945755005
2290,78938,2.683805227279663
2292,79098,3.1140050888061523
2296,79426,3.213209867477417
2297,79427,3.1678714752197266
2298,79537,4.903389930725098
2302,79867,3.6188352108001713
2303,80025,2.585400104522705
2304,80026,2.5855000019073486
2307,80398,3.440700054168701
2311,80472,4.255908966064453
2312,80593,3.174966096878052
2320,81093,3.1029999256134038
2321,81249,2.8934209346771236
2330,81857,2.667065382003784
2333,8222,2.9636931419372563
2337,8237,3.4590835571289062
2340,8262,4.339649677276611
2349,8280,3.2654018402099614
2350,82864,2.8168518543243413
2353,83016,4.839579582214356
2354,83379,2.7934961318969727
2355,83380,3.3096840381622314
2363,83652,4.804589748382568
2364,83826,4.1979403495788565
2367,83985,3.434576988220215
2368,83986,3.6887204647064213
2369,84090,2.8659038543701167
2370,84092,3.6127779483795166
2371,84240,4.235137462615967
2372,84448,4.6481971740722665
2373,84449,4.39910364151001
2377,84638,3.964459419250488
2378,84649,3.4736719131469727
2380,84763,3.5130879878997803
2381,84764,2.7079999446868896
2383,84973,3.619581937789917
2385,85171,3.5930700302124023
2386,853,3.2627999782562256
2388,85488,3.1874001026153564
2391,85614,4.424707412719727
2393,85713,3.90916919708252
2394,85714,3.1886227130889893
2398,86184,4.9574618339538565
2401,86458,4.490245819091797
2405,87408,2.6802000999450684
2406,87409,2.284899950027466
2407,87413,3.8506999015808105
2408,87414,3.5425000190734863
2411,87596,3.219000101089477
2412,87987,4.642035007476807
2413,87988,4.596912384033203
2414,87989,4.56908655166626
2415,87990,4.643845081329347
2416,87991,4.6423020362854
2417,87992,4.598562717437744
2418,88334,4.728632926940918
2427,88785,3.815000057220459
2434,88833,3.669432163238525
2440,89442,3.619466543197632
2443,89535,3.0319242477416988
2444,89536,2.982599973678589
2445,89617,3.691614627838135
2446,89652,4.2302913665771475
2451,90147,4.896462440490723
2452,90148,4.947084903717041
2453,90149,4.932488918304443
2455,9082,2.595874547958374
2456,90849,4.680391788482666
2457,9105,3.3031535148620605
2459,91113,4.389655590057373
2466,91810,2.7361316680908203
2467,91843,2.665792465209961
2469,92200,3.889412879943848
2470,92238,3.8703000545501713
2471,92250,4.291341781616212
2472,92395,2.8327453136444087
2473,92571,4.587095260620117
2474,92708,4.642131328582764
2476,92842,4.395256996154785
2477,92843,4.996199131011963
2480,93086,4.424333572387695
2481,93087,4.436615943908691
2482,93259,4.214658737182616
2483,93260,2.49780011177063
2485,93421,2.899480104446411
2486,93486,3.203739643096924
2494,94003,3.2068099975585938
2495,94005,3.20373010635376
2496,94029,4.360296726226807
2497,94030,4.363488674163818
2498,94031,3.092841625213623
2501,94355,2.9021909236907963
2502,94359,4.775550842285156
2503,94565,3.2121593952178955
2504,94893,3.1860456466674805
2505,94894,3.1488375663757324
2506,94895,3.138019800186157
2507,94896,3.1611924171447754
2508,94897,3.132537364959717
2509,9508,2.5855000019073486
2511,95248,3.6663391590118413
2512,95303,4.7936058044433585
2513,95379,4.82813835144043
2514,95407,4.963553428649902
2515,95606,3.507985115051269
2516,95607,3.512822389602661
2517,95649,3.877399921417236
2518,95676,4.602869033813477
2522,95939,2.8654656410217285
2524,95972,3.4596936702728267
2526,95980,3.306617259979248
2527,95981,3.306617259979248
2528,96224,4.8392415046691895
2533,96509,4.180006027221681
2545,96779,3.96091628074646
2546,96780,2.8609540462493896
2549,96947,2.0432822704315186
2550,96948,3.1863017082214355
2551,96949,3.29426646232605
2556,97658,4.20815372467041
2557,97659,3.937886238098145
2558,97660,3.8912007808685294
2560,98140,2.384979248046875
2561,98263,2.740400075912476
2563,98265,2.741294384002685
2564,98615,2.662609815597534
2569,98981,4.038695812225342
2577,99161,2.893611192703247
2578,9923,3.711589336395264
2580,99395,3.8635427951812735
2581,99396,3.864464282989502
2582,99397,3.866243839263916
2583,99398,3.868675708770752
2584,99399,3.8691229820251465
2585,99400,3.873070955276489
2586,99401,3.876140594482422
2587,99402,3.879746437072754
2588,99403,3.8841207027435294
2589,99503,3.5987665653228764
2590,99517,2.843034267425537
2591,9987,3.9425754547119136
