cif_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
100020,69.0,2.96970009803772,4.821705063184101,3.607287057355982,0.6481374887243787,248.90280695756283,3.4104501008987427,4.596499443054199,4.82220443089803,4.720603192530996,0.11187277852004766,382.37150247891736,4.91986894607544,4.920613765716553,4.9201094037149025,0.0002878136794641103,398.5288546880087,0.0977182388305664,0.3240544001261393,0.19950621118390466,0.11197194083572408,16.157352209091187
100167,240.4,1.7165563106536863,3.210212469100952,2.153867192686868,0.6103663836264915,517.7827474355697,1.7639892101287842,3.0231041193008417,3.262451446056366,3.1687883213475763,0.06804384469142208,544.4021395206452,3.261453866958618,3.5439631938934326,3.2990299413315114,0.07005400061223785,566.7856311321259,0.051241397857666016,0.367337703704834,0.13024161998393596,0.1031686194513776,22.383491611480714
100169,244.0,1.7366801500320437,3.1797632217407226,2.156020596059648,0.6128836411916394,526.0630184054374,1.7561297416687012,3.0422632694244385,3.4969039440155028,3.1618717125275864,0.0638190655522711,557.440595293045,3.2250046730041504,3.7297641754150392,3.2726605867097036,0.08797821118526646,576.9737903356552,4.3058395385742186e-05,0.3483583927154541,0.11078887418211758,0.09672811778122407,19.533195042610167
100403,270.0,1.7109274864196775,3.1557610034942627,1.9095607960665664,0.4193314118645684,515.581414937973,1.8099768161773682,3.142430543899536,3.1595723628997803,3.1496147264248475,0.0067225752589795285,595.2771832942963,3.3258538246154785,3.3675363063812256,3.3484910152576584,0.01881388820228356,632.8648018836975,0.17009282112121582,0.22081995010375974,0.1988762888328109,0.0240953750529498,37.58761858940125
100465,135.5,2.204730987548828,3.93379807472229,2.4272128566141244,0.5021014807149823,328.84106099605566,2.2241663932800293,3.4489622116088867,4.17039155960083,3.9311978789536575,0.2420128157049915,290.89632308483124,4.194070339202882,4.293463706970215,4.198813956993367,0.0176839682106257,310.7105975151062,0.050364017486572266,0.7479796409606934,0.2676160780397075,0.2415643531756897,19.814274430274967
1037,175.0,2.8406145572662367,3.280715227127075,2.962870335442679,0.16139521476038413,518.5023087024689,2.8406145572662367,2.8406145572662367,3.4412000179290767,3.151630241916356,0.15243151851377992,538.9304386138916,2.9493999481201167,3.5135531425476074,3.2514016541428723,0.17523879307638066,555.989912223816,0.00067901611328125,0.25835108757019043,0.09977141222651624,0.07105529605401882,17.059473609924318
107304,93.0,3.593043327331543,4.236889362335205,3.6525604365974345,0.13595765906368087,339.68812060356134,3.593043327331543,4.236889362335205,4.236889362335205,4.236889362335205,0.0,262.68714046478266,4.261767387390137,4.261767387390137,4.261767387390137,0.0,264.22957801818853,0.02487802505493164,0.02487802505493164,0.02487802505493164,0.0,1.5424375534057615
1384,261.0,1.4236061573028564,3.1810078620910645,1.902535834988415,0.6867825659808987,496.5618529319763,1.4555724859237669,3.0426723957061768,3.5309805870056152,3.1939526761071924,0.14279024679007127,539.7780022621155,3.3339531421661377,3.982766628265381,3.512365991547264,0.15069920199110165,593.5898525714873,0.08499312400817871,0.7005362510681152,0.3184133154400707,0.21514279763830885,53.811850309371955
1411,174.0,2.9735000133514404,3.270018219947815,3.0686359219419224,0.09765548479010794,533.9091507196426,3.053483486175537,3.2676303386688232,3.330184936523437,3.2729123694360087,0.012940070560014002,607.1244580745698,3.307098388671875,3.7260000705718994,3.4382850338181523,0.13944910908338032,637.792683839798,4.506111145019531e-05,0.4583697319030762,0.16537266438214118,0.14114399628000873,30.66822576522827
14364,243.0,1.4430999755859375,3.10199236869812,1.8802731570229445,0.6437535554400183,456.90637715657545,1.4810274442036946,2.9150574604670205,3.4332071145375567,3.1508867080443177,0.1103953242887694,400.16261192162835,3.4289166927337646,3.9544582764307656,3.656111407154814,0.2303932718433518,464.3261487086613,0.14449191093444824,1.0374459822972617,0.5052246991104967,0.289669310512234,64.16353678703308
153218,271.39285714285717,0.4358372390270233,5.445986594472613,1.4451161789890292,0.8423371592437748,390.98620473806335,1.364680426461356,1.376911529472896,5.724492277417864,3.479516423245427,1.2800961987788764,406.8937954668488,2.769049882888794,5.89390846661159,3.840577518923715,1.1435572700844203,448.9758370987007,0.039180913141795566,1.5112831549985069,0.3610610956782869,0.3669305449176337,42.08204163185188
153806,321.0,1.419324278831482,2.983304738998413,1.817594456544403,0.6030166468354714,583.5782469511033,1.461045742034912,2.7618157863616943,3.0303746461868286,2.909398888158228,0.1008686357555531,289.49425971508026,2.9333999156951904,3.16263747215271,3.0349567708487344,0.08866457600468516,301.97742009162897,0.01839470863342285,0.29007720947265625,0.12555788269050708,0.055059357676226287,12.483160376548767
15631,234.952380952381,2.0627386569976807,3.0559868017832432,2.3148389858909053,0.4225460053408772,543.8740420227961,2.0628247261047363,3.0491229125431607,3.150209756124587,3.056336114041004,0.01265208948642557,428.754893155325,3.0981256961822514,3.2886226631346203,3.205686686106272,0.07332567152872631,449.7077056566874,0.03606537410191128,0.20996915726434612,0.1493505720652674,0.07335880038678216,20.95281250136239
157654,140.0,1.925855278968811,3.7467132125582014,2.4349604744294178,0.6664110907863693,340.9485064830098,2.074724997792925,3.547197529247829,4.195580278124128,3.790671338101261,0.13945764119448806,270.2183141708374,3.943238615989685,4.5544842311314175,4.258004904494652,0.1644835247102138,303.5410745143891,0.04709512846810477,0.9132592507771083,0.4673335663933912,0.24459049126373386,33.32276034355164
158372,180.6,2.9116547107696533,3.223026990890503,2.9514724447948613,0.03849999818966028,533.035342168808,2.9603452682495117,2.9603452682495117,3.223026990890503,3.0455656681407346,0.10496985937192492,537.2335977554321,3.2342581748962402,4.148438453674316,3.521186617157132,0.32501047843013003,621.11371383667,0.011231184005737305,1.188093185424805,0.4756209490163978,0.3955449153208685,83.88011608123779
