cif_id,survive_h1
153806,0.125
155020,0.125
53094,0.0
56532,0.0
96485,0.25
96727,0.0
96728,0.0
100004,0.0
100020,0.16666666666666666
100114,0.0
100167,0.05
100169,0.1
100324,0.125
100402,0.125
100403,0.125
100465,0.125
100589,0.0
100590,0.0
100591,0.0
10062,0.16666666666666666
102014,0.625
10251,0.3625
10257,0.0
1037,0.2
103786,0.0
104745,0.625
104761,0.625
10480,0.0
106771,0.25
106948,0.1875
106949,0.1875
107304,0.25
107954,0.0
108221,0.625
108886,0.0
109087,0.16666666666666666
109091,0.1
109389,0.0
1113,0.0
1125,0.08928571428571429
1126,0.08928571428571429
1127,0.08928571428571429
1180,0.20833333333333334
1243,0.0
1258,0.0
130018,0.4375
1384,0.25
1411,0.4375
14235,0.0
14344,0.0
14360,0.3611111111111111
14364,0.16666666666666666
14377,0.0
1485,0.0
150212,0.359375
150451,0.1111111111111111
150452,0.1111111111111111
150453,0.1111111111111111
150454,0.1111111111111111
150455,0.1111111111111111
150456,0.1111111111111111
150457,0.1111111111111111
150458,0.0
15104,0.08333333333333333
15112,0.2777777777777778
151356,0.05555555555555555
15150,0.0625
151626,0.0
152086,0.0
152087,0.0
153218,0.07142857142857142
154089,0.25
154354,0.0
155126,0.4583333333333333
155577,0.125
155633,0.3333333333333333
155634,0.3333333333333333
155912,0.25
155950,0.625
15631,0.14285714285714285
15642,0.25
156888,0.0
156889,0.0
156890,0.0
156891,0.0
156892,0.0
156893,0.0
156894,0.0
156895,0.0
156896,0.0
156897,0.0
156898,0.0
156899,0.0
156900,0.0
156901,0.0
156902,0.0
156903,0.0
157654,0.21428571428571427
15787,0.0
15788,0.0
15789,0.0
15790,0.0
158372,0.10833333333333334
158373,0.10833333333333334
159316,0.0
159510,0.0
161342,0.10833333333333334
161343,0.10833333333333334
161389,0.10833333333333334
161432,1.0088235294117647
161763,0.25
16219,0.425
16221,0.0
162215,0.0625
16229,0.2
16231,0.0
162555,0.0
16276,0.75
163176,0.4375
163177,0.4375
163178,0.4375
163179,0.4375
163180,0.4375
163181,0.4375
163182,0.4375
163297,0.041666666666666664
163298,0.16666666666666666
163299,0.041666666666666664
163300,0.041666666666666664
163301,0.041666666666666664
163302,0.041666666666666664
163303,0.041666666666666664
163304,0.041666666666666664
163305,0.16666666666666666
163906,0.0
163907,0.0
163908,0.0
163914,0.375
164158,0.0
165469,0.1111111111111111
165470,0.1111111111111111
165471,0.1111111111111111
165472,0.1111111111111111
165473,0.1111111111111111
165474,0.1111111111111111
165475,0.1111111111111111
165476,0.1111111111111111
165477,0.1111111111111111
165478,0.1111111111111111
165479,0.1111111111111111
165480,0.0
165481,0.1111111111111111
165482,0.1111111111111111
165483,0.1111111111111111
165484,0.1111111111111111
165485,0.1111111111111111
165486,0.1111111111111111
165487,0.1111111111111111
165488,0.1111111111111111
165489,0.1111111111111111
165490,0.1111111111111111
165491,0.1111111111111111
165492,0.1111111111111111
165493,0.1111111111111111
165494,0.0
165579,0.25
16568,0.0
16626,0.125
166547,0.08333333333333333
166738,0.0
166741,0.0
16713,0.125
167141,0.375
167334,0.0
167572,0.25
167573,0.25
167574,0.25
167575,0.625
167581,0.625
167582,0.625
167583,0.625
167584,0.625
167585,0.25
16789,0.625
16790,0.0
16793,0.0
16798,0.20833333333333334
16799,0.9464285714285714
16800,0.20833333333333334
168137,0.0
168139,0.0
168141,0.0
168142,0.0
168143,0.16666666666666666
168144,0.16666666666666666
168145,0.16666666666666666
16926,0.425
16935,0.4375
169799,0.125
169864,0.125
169866,0.0
170035,0.0
170036,0.625
171366,0.0625
171496,0.0
171497,0.3541666666666667
171498,0.0
172043,0.3125
172044,0.25
172216,0.0
173175,0.0
173176,0.625
173180,0.625
173181,0.625
173182,0.625
173183,0.625
173184,0.625
173185,0.625
173186,0.625
173187,0.625
173188,0.625
173189,0.625
173190,0.625
173191,0.625
173193,0.625
173194,0.625
173195,0.625
173196,0.625
173197,0.625
173198,0.625
173199,0.625
173200,0.625
173201,0.625
173202,0.625
173203,0.625
173204,0.625
173206,0.625
174202,0.23214285714285715
174612,0.07738095238095238
174613,0.07738095238095238
174614,0.07738095238095238
174615,0.07738095238095238
174616,0.07738095238095238
174617,0.07738095238095238
180011,0.0
180012,0.25
18004,0.20833333333333334
18012,0.0
180289,0.3333333333333333
180318,0.16666666666666666
180469,0.0
180470,0.0
180507,0.4375
180730,0.3333333333333333
18096,0.4375
181261,0.375
18152,0.25
18173,0.0
182024,0.625
182026,0.15625
182027,0.15625
182028,0.15625
182034,0.23214285714285715
182035,0.25
182036,0.07738095238095238
182959,0.125
182961,0.125
182962,0.0
182963,0.125
182964,0.0
18313,0.0
183607,0.10833333333333334
183684,0.23214285714285715
183685,0.23214285714285715
183930,0.8125
184230,0.10833333333333334
184283,0.25
184284,0.25
184285,0.25
184286,0.25
184287,0.25
184288,0.25
184289,0.25
184290,0.25
184291,0.25
184292,0.25
185539,0.10833333333333334
185540,0.10833333333333334
185587,0.0
185703,0.0
185704,0.0
185705,0.0
186453,0.71484375
186848,0.0625
186849,0.0625
186850,0.125
188009,0.0
188423,0.0
188427,0.0
188428,0.0
188493,0.125
188886,0.21875
188887,0.21875
190006,0.43333333333333335
19023,0.25
19024,0.25
190773,0.52734375
191135,1.0178571428571428
191136,0.625
191311,0.5925925925925926
191528,0.23214285714285715
191542,0.10833333333333334
191891,0.09259259259259259
192544,0.0625
193032,0.16666666666666666
193033,0.16666666666666666
193034,0.16666666666666666
193035,0.16666666666666666
193036,0.16666666666666666
193037,0.16666666666666666
193038,0.16666666666666666
193039,0.16666666666666666
193040,0.16666666666666666
193041,0.16666666666666666
193441,0.5925925925925926
193755,0.35
193768,0.125
193769,0.0
193803,0.0
193838,0.0
193947,0.28125
195182,0.10833333333333334
195615,0.0
196425,0.10833333333333334
196467,0.0
196468,0.0
196726,0.0
196727,0.0
196807,0.25
196932,0.625
197052,0.0
197372,0.0
198097,0.0
20012,0.0
20031,0.25
20032,0.0
200369,0.25
200534,0.25
200874,0.0
200891,0.0
200980,0.275
200981,0.275
200984,0.0
201079,0.0
201117,0.625
201623,0.0
20208,0.08333333333333333
202115,0.3333333333333333
202116,0.4583333333333333
202326,0.125
202538,0.2619047619047619
202539,0.2619047619047619
202631,0.041666666666666664
202632,0.21428571428571427
202641,0.0
202648,0.0
202743,0.0
202862,0.0
202897,0.08333333333333333
203008,0.84375
203030,0.0
203031,0.0
203032,0.0
203033,0.0
203063,0.0
203085,0.0
20434,0.16666666666666666
21032,0.0625
21053,0.0625
22014,0.0
22015,0.0
22402,0.625
230105,0.5925925925925926
23017,0.125
23041,0.0
23042,0.0
2319,0.125
23406,0.0
23407,0.0
23554,0.0
236145,0.0
23634,0.4
236888,0.3333333333333333
236889,0.3333333333333333
236957,0.0
23723,0.125
23746,0.0
23747,0.16666666666666666
23748,0.2916666666666667
237635,0.0
237729,0.375
237944,0.6166666666666667
237945,0.6166666666666667
237946,0.6166666666666667
237947,0.6166666666666667
23815,0.0
238600,0.1388888888888889
238601,0.19444444444444445
238602,0.05555555555555555
238603,0.4107142857142857
238685,0.10833333333333334
238686,0.18055555555555555
238687,0.23214285714285715
238688,0.10833333333333334
238689,0.10833333333333334
238690,0.10833333333333334
238691,0.10833333333333334
238692,0.10833333333333334
238693,0.2604166666666667
23876,0.4375
239000,0.125
239278,0.0
239279,0.0
239280,0.0
239792,0.0
239794,0.125
239962,0.375
2403,0.125
24051,0.25
240700,0.13125
240704,0.0
240749,0.0
240861,0.0
241234,0.16666666666666666
241300,0.125
241301,0.125
241421,0.5925925925925926
24143,0.1875
241439,0.3888888888888889
24146,0.25
241475,0.10833333333333334
241866,0.0
242170,0.25
243929,0.16666666666666666
243972,0.25
244236,0.16666666666666666
245280,0.0
245281,0.0
245282,0.0
245283,0.0
245284,0.0
245285,0.0
245286,0.0
245287,0.0
245288,0.0
245289,0.0
245290,0.0
245527,0.08333333333333333
245641,0.10833333333333334
245934,0.07738095238095238
245935,0.07738095238095238
24596,1.3948863636363635
24600,0.39285714285714285
246302,0.3611111111111111
246816,0.23214285714285715
246817,0.23214285714285715
246859,0.25
247255,0.34375
247256,0.375
247257,0.28125
247258,0.28125
247979,0.0
248115,0.0
248309,0.0
248310,0.0
248311,0.0
248343,0.0
248414,0.125
248415,0.0
24896,0.0
24897,0.0
249872,0.25
249873,0.25
250003,0.0
250066,0.1388888888888889
250297,0.25
250410,0.0
250460,0.25
250748,0.0
250749,0.0
250800,0.0
250801,0.0
251074,0.0
2512,0.125
251594,0.08333333333333333
252036,0.21875
252037,0.21875
252038,0.21875
252039,0.28125
252040,0.21875
252041,0.3125
252215,0.08333333333333333
252219,0.0
252226,0.25
252308,0.0
252578,0.6666666666666666
253007,0.125
253056,0.23214285714285715
25308,0.2222222222222222
25310,0.0
253338,0.3125
253339,0.25
25349,0.08928571428571429
253895,0.25
253896,0.25
254044,1.037037037037037
254107,0.16666666666666666
254406,0.25
254737,0.0
254974,0.125
25515,0.0
25530,0.0
255464,0.3125
255465,0.08333333333333333
255466,0.25
255467,0.08333333333333333
255468,0.08333333333333333
25565,0.5208333333333334
25566,0.5208333333333334
255747,0.3888888888888889
255748,0.3888888888888889
255749,0.3888888888888889
255750,0.3888888888888889
25582,0.5208333333333334
25583,0.5208333333333334
25584,0.5208333333333334
25585,0.625
25586,0.625
25587,0.625
2559,0.25
25590,0.0
256029,0.0
256228,0.125
256229,0.125
257005,0.0625
257006,0.0625
257007,0.0625
257008,0.0625
257009,0.0625
257010,0.0625
257011,0.0625
257012,0.0625
257013,0.0625
257014,0.0625
257015,0.0625
257016,0.0625
257017,0.0625
25705,0.25
257190,0.19047619047619047
257309,0.0
257372,0.625
257439,0.16666666666666666
257440,0.08333333333333333
257464,0.25
25752,0.0
257550,0.0
25759,0.05555555555555555
257739,0.4444444444444444
257740,0.3333333333333333
257819,0.0
257820,0.0
257946,0.21875
257947,0.21875
257948,0.21875
25816,0.08333333333333333
258187,0.4375
258955,0.0
258978,0.0625
258979,0.0625
259172,0.125
259200,0.4375
259201,0.4375
259202,0.2916666666666667
259203,0.2916666666666667
259204,0.2916666666666667
259205,0.4375
259206,0.4375
259207,0.4375
259208,0.2916666666666667
259209,0.2916666666666667
259210,0.2916666666666667
259211,0.2916666666666667
259212,0.2916666666666667
259221,0.4375
259898,0.4375
260259,0.3333333333333333
260280,0.1875
260590,0.0
260591,0.0
260681,0.0
260682,0.0
261235,0.0
261236,0.0625
261237,0.0
261238,0.0625
261239,0.0625
261256,0.0
261302,0.10833333333333334
261526,0.0
261746,0.25
261825,0.375
262200,0.0
262642,0.25
262643,0.25
26297,0.1111111111111111
26298,0.5925925925925926
263760,0.047619047619047616
263761,0.023809523809523808
263762,0.023809523809523808
263763,0.023809523809523808
263764,0.023809523809523808
263765,0.023809523809523808
263766,0.023809523809523808
26411,0.0
264137,0.0
264211,0.43902439024390244
2644,0.0
264457,0.25
264462,0.0
264463,0.0
26451,0.0
264522,0.10833333333333334
264695,0.25
26472,0.125
26513,0.0
26540,0.0
26737,0.0
26738,0.0
26817,0.125
26878,0.0
26879,0.0
26880,0.0
26892,0.0
26909,0.0
27007,0.25
27008,0.25
27016,0.0
27128,0.16666666666666666
27524,0.625
27896,0.0
27902,0.0
27904,0.0
279592,0.0
27981,0.0
27982,0.0
27983,0.0
280205,0.0
280226,0.0
281011,0.25
28106,0.0
281119,0.0
281277,0.14285714285714285
28131,0.08333333333333333
281330,0.0
28192,0.125
28307,0.0
28323,0.0
28682,0.0
28683,0.625
28697,0.0
290831,0.375
290832,0.25
290979,0.0
291154,0.125
291512,0.0
291596,0.0
291962,0.0
29314,0.0
2935,0.0
300010,0.4375
30223,0.0
30249,0.0
30253,0.25
30276,0.125
30786,0.0
30964,0.5
30982,0.4444444444444444
30983,0.4444444444444444
31050,0.2916666666666667
31110,0.25
31148,0.1875
31316,0.0
31941,0.125
32028,0.0
32029,0.0
32594,0.0
32713,0.0
33506,0.25
33633,0.0
33634,0.0
33809,0.25
33810,0.25
33864,0.35714285714285715
33896,0.25
33897,0.25
33898,0.25
33899,0.25
33954,0.0
34095,0.25
34106,0.0
34221,0.08333333333333333
34256,0.0
34280,0.0
34336,0.0
34362,0.0
34582,0.0
34670,0.4375
34675,0.0
34779,0.0
34780,0.0
34781,0.0
35018,0.25
35156,0.0
35168,0.05555555555555555
35169,0.05555555555555555
35182,0.25
35235,0.0625
35236,0.125
35250,0.5357142857142857
35290,0.08333333333333333
35405,0.5357142857142857
35429,0.0625
35472,0.0
35473,0.0
35474,0.0
35475,0.0
35476,0.0
36124,0.0
36449,0.0
36482,0.0
36532,0.25
37060,0.0
37071,0.08333333333333333
37163,0.3611111111111111
380104,0.3333333333333333
380388,0.4375
380389,0.1875
380390,0.4375
38167,0.0
38324,0.4166666666666667
38350,0.4375
38411,0.0
391200,0.16666666666666666
391245,0.5
39563,0.0
39574,0.0
39596,0.5833333333333334
39597,0.5833333333333334
39814,0.375
400104,0.4166666666666667
400460,0.25
402341,0.25
402398,0.0
402399,0.0
40245,0.20833333333333334
40247,0.2222222222222222
40265,0.25
40358,0.0
40359,0.0
40360,0.0
40361,0.0
40362,0.0
40363,0.0
40364,0.0
40365,0.0
40456,0.0
40457,0.1111111111111111
405346,0.4166666666666667
40665,0.0
40751,1.056547619047619
408395,0.0
408396,0.0
408397,0.625
409384,0.4166666666666667
409397,0.625
409636,0.16666666666666666
409657,0.2708333333333333
409667,0.0
41022,0.16666666666666666
41023,0.16666666666666666
410714,0.3125
410794,0.125
410955,0.0
411039,0.1111111111111111
411530,0.0
41186,0.0
412654,0.0
41292,0.0
41321,0.16666666666666666
413238,0.25
413257,0.0
413258,0.0
413296,0.08333333333333333
413297,0.0
413298,0.0
413299,0.08333333333333333
413355,0.45
413370,0.625
413587,0.06666666666666667
413966,0.0
41403,0.0
414082,0.16666666666666666
41409,0.0
414241,0.0
414242,0.0
414243,0.0
414244,0.0
41466,0.0
41468,0.0
415120,0.125
415121,0.125
415135,0.2777777777777778
415265,0.06666666666666667
415266,0.1111111111111111
415325,0.4375
415326,0.4375
415327,0.4375
415328,0.4375
415411,0.25
415556,0.0
415618,0.0
416498,0.0
416656,0.13125
416889,0.0
41691,0.6458333333333334
41692,0.625
416926,0.25
416927,0.25
416928,0.25
416929,0.25
41693,0.6458333333333334
417088,0.0
417089,0.0
417653,0.4027777777777778
418488,0.2916666666666667
418489,0.125
418490,0.4375
418627,0.25
419137,0.5208333333333334
419577,0.4
